[24/06/2022 21:10:07] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_edit_character], Params: [] 
[14/07/2022 1:25:53] --> GM: XxAdilioxX [268477771], Target: [Ghost of a General], Action: [admin_kill], Params: [] 
[14/07/2022 1:25:53] --> GM: XxAdilioxX [268477771], Target: [Ghost of a Soldier], Action: [admin_kill], Params: [] 
[14/07/2022 1:25:53] --> GM: XxAdilioxX [268477771], Target: [Ghost of a Soldier], Action: [admin_kill], Params: [] 
[14/07/2022 1:25:53] --> GM: XxAdilioxX [268477771], Target: [Ghost of a Loyal Vassal], Action: [admin_kill], Params: [] 
[14/07/2022 1:26:24] --> GM: XxAdilioxX [268477771], Target: [no-target], Action: [admin_reload htm], Params: [] 
[14/07/2022 1:26:27] --> GM: XxAdilioxX [268477771], Target: [no-target], Action: [admin_reload], Params: [ npcwalkers] 
[14/07/2022 1:26:29] --> GM: XxAdilioxX [268477771], Target: [no-target], Action: [admin_reload], Params: [ npcbuffers] 
[14/07/2022 1:26:30] --> GM: XxAdilioxX [268477771], Target: [no-target], Action: [admin_reload], Params: [ tradelist] 
[14/07/2022 1:26:36] --> GM: XxAdilioxX [268477771], Target: [no-target], Action: [admin_reload], Params: [ dbs] 
[14/07/2022 1:26:37] --> GM: XxAdilioxX [268477771], Target: [no-target], Action: [admin_reload], Params: [ scripts_custom] 
[14/07/2022 1:26:39] --> GM: XxAdilioxX [268477771], Target: [no-target], Action: [admin_reload], Params: [ scripts_feanor] 
[14/07/2022 1:26:48] --> GM: XxAdilioxX [268477771], Target: [Ghost of a Loyal Vassal], Action: [admin_kill], Params: [] 
[14/07/2022 1:26:54] --> GM: XxAdilioxX [268477771], Target: [Ghost of a General], Action: [admin_kill], Params: [] 
[14/07/2022 1:27:05] --> GM: XxAdilioxX [268477771], Target: [Ghost of a General], Action: [admin_kill], Params: [] 
[14/07/2022 1:27:13] --> GM: XxAdilioxX [268477771], Target: [Ghost of a General], Action: [admin_kill], Params: [] 
[14/07/2022 1:27:17] --> GM: XxAdilioxX [268477771], Target: [Ghost of a General], Action: [admin_reload], Params: [ npc] 
[14/07/2022 1:27:19] --> GM: XxAdilioxX [268477771], Target: [Ghost of a General], Action: [admin_reload], Params: [ npc] 
[14/07/2022 1:27:20] --> GM: XxAdilioxX [268477771], Target: [Ghost of a General], Action: [admin_reload], Params: [ npc] 
[14/07/2022 1:27:22] --> GM: XxAdilioxX [268477771], Target: [Ghost of a General], Action: [admin_reload], Params: [ npc] 
[14/07/2022 1:27:28] --> GM: XxAdilioxX [268477771], Target: [Ghost of a General], Action: [admin_kill], Params: [] 
[14/07/2022 1:27:35] --> GM: XxAdilioxX [268477771], Target: [Ghost of a General], Action: [admin_gmspeed 4], Params: [] 
[14/07/2022 1:27:41] --> GM: XxAdilioxX [268477771], Target: [Ghost of a Loyal Vassal], Action: [admin_kill], Params: [] 
[14/07/2022 1:33:27] --> GM: XxAdilioxX [268477771], Target: [Ghost of a Loyal Vassal], Action: [admin_kill], Params: [] 
[14/07/2022 1:33:37] --> GM: XxAdilioxX [268477771], Target: [Ghost of a Soldier], Action: [admin_kill], Params: [] 
[14/07/2022 1:33:50] --> GM: XxAdilioxX [268477771], Target: [Ghost of a Loyal Vassal], Action: [admin_kill], Params: [] 
[14/07/2022 1:33:53] --> GM: XxAdilioxX [268477771], Target: [Ghost of a Soldier], Action: [admin_kill], Params: [] 
[14/07/2022 1:39:39] --> GM: XxAdilioxX [268477771], Target: [Ghost of a Loyal Vassal], Action: [admin_itemcreate], Params: [] 
[14/07/2022 1:39:44] --> GM: XxAdilioxX [268477771], Target: [Ghost of a Loyal Vassal], Action: [admin_create_item], Params: [ 6392] 
[14/07/2022 1:39:48] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_itemcreate], Params: [] 
[14/07/2022 1:39:52] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_create_item], Params: [ 6392] 
[14/07/2022 1:40:16] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_itemcreate], Params: [] 
[14/07/2022 1:40:20] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_create_item], Params: [ 548] 
[14/07/2022 1:40:30] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_gmshop], Params: [] 
[14/07/2022 1:40:33] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_help], Params: [ gmshop/sets.htm] 
[14/07/2022 1:40:46] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_gmshop], Params: [] 
[14/07/2022 1:40:48] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_help], Params: [ gmshop/Armors.htm] 
[14/07/2022 1:40:49] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_help], Params: [ gmshop/agradea.htm] 
[14/07/2022 1:40:52] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_buy], Params: [ 9065] 
[14/07/2022 1:54:33] --> GM: XxAdilioxX [268477771], Target: [Ghost of a Loyal Vassal], Action: [admin_kill], Params: [] 
[14/07/2022 1:55:57] --> GM: XxAdilioxX [268477771], Target: [no-target], Action: [admin_itemcreate], Params: [] 
[14/07/2022 1:56:03] --> GM: XxAdilioxX [268477771], Target: [no-target], Action: [admin_create_item], Params: [ 9816] 
[14/07/2022 1:56:09] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_itemcreate], Params: [] 
[14/07/2022 1:56:13] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_create_item], Params: [ 9817] 
[14/07/2022 1:56:16] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_itemcreate], Params: [] 
[14/07/2022 1:56:20] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_create_item], Params: [ 9818] 
[14/07/2022 1:56:22] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_itemcreate], Params: [] 
[14/07/2022 1:56:26] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_create_item], Params: [ 9819] 
[14/07/2022 1:57:16] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_itemcreate], Params: [] 
[14/07/2022 1:57:17] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_gmshop], Params: [] 
[14/07/2022 1:57:19] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_help], Params: [ gmshop/sets.htm] 
[14/07/2022 1:57:21] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_buy], Params: [ 9115] 
[14/07/2022 2:00:16] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_itemcreate], Params: [] 
[14/07/2022 2:00:20] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_create_item], Params: [ 9817] 
[14/07/2022 2:01:45] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_itemcreate], Params: [] 
[14/07/2022 2:01:49] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_create_item], Params: [ 9817] 
[14/07/2022 2:01:53] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_itemcreate], Params: [] 
[14/07/2022 2:01:54] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_itemcreate], Params: [] 
[14/07/2022 2:01:57] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_create_item], Params: [ 9818] 
[14/07/2022 2:03:09] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_itemcreate], Params: [] 
[14/07/2022 2:03:13] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_create_item], Params: [ 9819] 
[14/07/2022 2:05:30] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_admin], Params: [] 
[14/07/2022 2:05:31] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_move_to], Params: [] 
[14/07/2022 2:05:32] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_help], Params: [ tele/towns.htm] 
[14/07/2022 2:05:33] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_help], Params: [ tele/towns/giran.htm] 
[14/07/2022 2:05:34] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_move_to], Params: [ 82698 148638 -3473] 
[14/07/2022 2:06:42] --> GM: XxAdilioxX [268477771], Target: [Nortien], Action: [admin_reload htm], Params: [] 
[14/07/2022 2:06:46] --> GM: XxAdilioxX [268477771], Target: [Nortien], Action: [admin_reload htm], Params: [] 
[14/07/2022 2:06:48] --> GM: XxAdilioxX [268477771], Target: [Nortien], Action: [admin_reload], Params: [ multisell] 
[14/07/2022 2:06:50] --> GM: XxAdilioxX [268477771], Target: [Nortien], Action: [admin_reload], Params: [ multisell] 
[14/07/2022 2:06:51] --> GM: XxAdilioxX [268477771], Target: [Nortien], Action: [admin_reload], Params: [ multisell] 
[14/07/2022 2:06:52] --> GM: XxAdilioxX [268477771], Target: [Nortien], Action: [admin_reload], Params: [ multisell] 
[14/07/2022 2:10:31] --> GM: XxAdilioxX [268477771], Target: [Nortien], Action: [admin_admin], Params: [] 
[14/07/2022 2:10:37] --> GM: XxAdilioxX [268477771], Target: [Nortien], Action: [admin_move_to -16545 -39603 -10725], Params: [] 
[14/07/2022 2:11:03] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[14/07/2022 2:11:05] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[14/07/2022 2:11:08] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_heal], Params: [] 
[14/07/2022 2:11:12] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_invul], Params: [] 
[14/07/2022 2:11:37] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_heal], Params: [] 
[14/07/2022 2:14:22] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[14/07/2022 2:14:22] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[14/07/2022 2:14:23] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[14/07/2022 2:14:24] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[14/07/2022 2:15:35] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_heal], Params: [] 
[14/07/2022 2:15:41] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_kill], Params: [] 
[14/07/2022 2:15:41] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_res], Params: [] 
[14/07/2022 2:15:47] --> GM: XxAdilioxX [268477771], Target: [Zombie Worker], Action: [admin_heal], Params: [] 
[14/07/2022 2:51:17] --> GM: XxAdilioxX [268477771], Target: [Ritual Sacrifice], Action: [admin_kill], Params: [] 
[14/07/2022 2:51:17] --> GM: XxAdilioxX [268477771], Target: [Triol's High Priest], Action: [admin_kill], Params: [] 
[14/07/2022 2:51:17] --> GM: XxAdilioxX [268477771], Target: [Triol's Believer], Action: [admin_kill], Params: [] 
[14/07/2022 2:51:26] --> GM: XxAdilioxX [268477771], Target: [Triol's High Priest], Action: [admin_kill], Params: [] 
[14/07/2022 2:51:26] --> GM: XxAdilioxX [268477771], Target: [Ritual Sacrifice], Action: [admin_kill], Params: [] 
[14/07/2022 2:51:26] --> GM: XxAdilioxX [268477771], Target: [Triol's Priest], Action: [admin_kill], Params: [] 
[14/07/2022 2:51:27] --> GM: XxAdilioxX [268477771], Target: [Triol's Believer], Action: [admin_kill], Params: [] 
[14/07/2022 2:51:53] --> GM: XxAdilioxX [268477771], Target: [Triol's Priest], Action: [admin_kill], Params: [] 
[14/07/2022 2:51:54] --> GM: XxAdilioxX [268477771], Target: [Triol's Priest], Action: [admin_kill], Params: [] 
[14/07/2022 2:51:54] --> GM: XxAdilioxX [268477771], Target: [Triol's Believer], Action: [admin_kill], Params: [] 
[14/07/2022 2:51:57] --> GM: XxAdilioxX [268477771], Target: [Triol's High Priest], Action: [admin_kill], Params: [] 
[14/07/2022 2:51:58] --> GM: XxAdilioxX [268477771], Target: [Triol's Priest], Action: [admin_kill], Params: [] 
[14/07/2022 2:52:02] --> GM: XxAdilioxX [268477771], Target: [Triol's High Priest], Action: [admin_kill], Params: [] 
[14/07/2022 2:52:02] --> GM: XxAdilioxX [268477771], Target: [Ritual Sacrifice], Action: [admin_kill], Params: [] 
[14/07/2022 2:52:03] --> GM: XxAdilioxX [268477771], Target: [Triol's Priest], Action: [admin_kill], Params: [] 
[14/07/2022 2:52:05] --> GM: XxAdilioxX [268477771], Target: [Triol's High Priest], Action: [admin_kill], Params: [] 
[14/07/2022 2:52:05] --> GM: XxAdilioxX [268477771], Target: [Triol's Priest], Action: [admin_kill], Params: [] 
[14/07/2022 2:52:05] --> GM: XxAdilioxX [268477771], Target: [Ritual Sacrifice], Action: [admin_kill], Params: [] 
[14/07/2022 2:52:05] --> GM: XxAdilioxX [268477771], Target: [Triol's Believer], Action: [admin_kill], Params: [] 
[14/07/2022 2:53:01] --> GM: XxAdilioxX [268477771], Target: [null], Action: [admin_open], Params: [] 
[14/07/2022 2:53:08] --> GM: XxAdilioxX [268477771], Target: [null], Action: [admin_close], Params: [] 
[14/07/2022 2:55:08] --> GM: XxAdilioxX [268477771], Target: [High Priestess van Halter], Action: [admin_admin], Params: [] 
[14/07/2022 2:55:10] --> GM: XxAdilioxX [268477771], Target: [High Priestess van Halter], Action: [admin_move_to], Params: [] 
[14/07/2022 2:55:59] --> GM: XxAdilioxX [268477771], Target: [High Priestess van Halter], Action: [admin_move_to -16306 -53474 -10475], Params: [] 
[14/07/2022 2:56:24] --> GM: XxAdilioxX [268477771], Target: [no-target], Action: [admin_admin], Params: [] 
[14/07/2022 2:56:27] --> GM: XxAdilioxX [268477771], Target: [no-target], Action: [admin_move_to], Params: [] 
[14/07/2022 3:00:41] --> GM: XxAdilioxX [268477771], Target: [no-target], Action: [admin_help], Params: [ tele/towns.htm] 
[14/07/2022 3:00:41] --> GM: XxAdilioxX [268477771], Target: [no-target], Action: [admin_help], Params: [ tele/towns/giran.htm] 
[14/07/2022 3:00:42] --> GM: XxAdilioxX [268477771], Target: [no-target], Action: [admin_move_to], Params: [ 82698 148638 -3473] 
[14/07/2022 3:01:20] --> GM: XxAdilioxX [268477771], Target: [Human], Action: [admin_server_restart 0], Params: [] 
[14/07/2022 3:04:59] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_heal], Params: [] 
[14/07/2022 3:05:55] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_gmspeed 4], Params: [] 
[14/07/2022 3:06:57] --> GM: XxAdilioxX [268477771], Target: [no-target], Action: [admin_gmshop], Params: [] 
[14/07/2022 3:07:28] --> GM: XxAdilioxX [268477771], Target: [GM SHOP], Action: [admin_gmspeed 4], Params: [] 
[14/07/2022 3:09:05] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_gmshop], Params: [] 
[14/07/2022 3:09:07] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_help], Params: [ gmshop/Weapons.htm] 
[14/07/2022 3:09:09] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_help], Params: [ gmshop/sgradew.htm] 
[14/07/2022 3:09:14] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_buy], Params: [ 9050] 
[14/07/2022 3:09:45] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_heal], Params: [] 
[14/07/2022 3:09:50] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_move_to -16306 -53474 -10475], Params: [] 
[14/07/2022 3:10:38] --> GM: XxAdilioxX [268477771], Target: [High Priestess van Halter], Action: [admin_gmshop], Params: [] 
[14/07/2022 3:10:43] --> GM: XxAdilioxX [268477771], Target: [High Priestess van Halter], Action: [admin_help], Params: [ gmshop/Jewels.htm] 
[14/07/2022 3:10:45] --> GM: XxAdilioxX [268477771], Target: [High Priestess van Halter], Action: [admin_help], Params: [ gmshops.htm] 
[14/07/2022 3:10:46] --> GM: XxAdilioxX [268477771], Target: [High Priestess van Halter], Action: [admin_buy], Params: [ 1011] 
[14/07/2022 3:10:51] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_heal], Params: [] 
[14/07/2022 3:10:57] --> GM: XxAdilioxX [268477771], Target: [High Priestess van Halter], Action: [admin_gmshop], Params: [] 
[14/07/2022 3:10:59] --> GM: XxAdilioxX [268477771], Target: [High Priestess van Halter], Action: [admin_help], Params: [ gmshop/Jewels.htm] 
[14/07/2022 3:11:02] --> GM: XxAdilioxX [268477771], Target: [High Priestess van Halter], Action: [admin_buy], Params: [ 9127] 
[14/07/2022 3:11:59] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_heal], Params: [] 
[14/07/2022 3:12:05] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_enchant], Params: [] 
[14/07/2022 3:12:09] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_setew], Params: [ 25] 
[14/07/2022 3:12:54] --> GM: XxAdilioxX [268477771], Target: [High Priestess van Halter], Action: [admin_admin], Params: [] 
[14/07/2022 3:12:56] --> GM: XxAdilioxX [268477771], Target: [High Priestess van Halter], Action: [admin_move_to], Params: [] 
[14/07/2022 3:12:57] --> GM: XxAdilioxX [268477771], Target: [High Priestess van Halter], Action: [admin_help], Params: [ tele/towns.htm] 
[14/07/2022 3:12:59] --> GM: XxAdilioxX [268477771], Target: [High Priestess van Halter], Action: [admin_help], Params: [ tele/towns/giran.htm] 
[14/07/2022 3:13:04] --> GM: XxAdilioxX [268477771], Target: [High Priestess van Halter], Action: [admin_move_to], Params: [ 83102 150544 -3521] 
[14/07/2022 3:13:27] --> GM: XxAdilioxX [268477771], Target: [no-target], Action: [admin_gmshop], Params: [] 
[14/07/2022 3:13:29] --> GM: XxAdilioxX [268477771], Target: [no-target], Action: [admin_help], Params: [ gmshop/Dyes.htm] 
[14/07/2022 3:13:32] --> GM: XxAdilioxX [268477771], Target: [no-target], Action: [admin_buy], Params: [ 9128] 
[14/07/2022 3:14:27] --> GM: XxAdilioxX [268477771], Target: [Pepper], Action: [admin_itemcreate], Params: [] 
[14/07/2022 3:14:34] --> GM: XxAdilioxX [268477771], Target: [Pepper], Action: [admin_create_item], Params: [ 57 3000000000] 
[14/07/2022 3:14:36] --> GM: XxAdilioxX [268477771], Target: [Pepper], Action: [admin_itemcreate], Params: [] 
[14/07/2022 3:14:43] --> GM: XxAdilioxX [268477771], Target: [Pepper], Action: [admin_create_item], Params: [ 57 2000000000] 
[14/07/2022 3:14:51] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_itemcreate], Params: [] 
[14/07/2022 3:14:57] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_create_item], Params: [ 57 2000000000] 
[14/07/2022 3:16:13] --> GM: XxAdilioxX [268477771], Target: [Pepper], Action: [admin_move_to -16306 -53474 -10475], Params: [] 
[14/07/2022 3:16:56] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_enchant], Params: [] 
[14/07/2022 3:17:00] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_setew], Params: [ 1500] 
[14/07/2022 3:18:36] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_enchant], Params: [] 
[14/07/2022 3:18:45] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_setew], Params: [ 2000] 
[14/07/2022 3:19:22] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_enchant], Params: [] 
[14/07/2022 3:19:28] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_setew], Params: [ 12000] 
[14/07/2022 3:19:51] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_enchant], Params: [] 
[14/07/2022 3:19:59] --> GM: XxAdilioxX [268477771], Target: [XxAdilioxX], Action: [admin_setew], Params: [ 30000] 
[14/07/2022 3:20:22] --> GM: XxAdilioxX [268477771], Target: [Andreas' Captain of the Royal Guard], Action: [admin_kill], Params: [] 
[14/07/2022 3:20:27] --> GM: XxAdilioxX [268477771], Target: [Andreas' Royal Guards], Action: [admin_kill], Params: [] 
[14/07/2022 3:20:30] --> GM: XxAdilioxX [268477771], Target: [Ritual Sacrifice], Action: [admin_kill], Params: [] 
[14/07/2022 3:20:31] --> GM: XxAdilioxX [268477771], Target: [Andreas' Royal Guards], Action: [admin_kill], Params: [] 
